checked_date,object,site,type,shape,material,scope_cell,prev_before_002,frame,x,tail_after_x,actual,predicted,correct,rule_class,tier,parse,text
2026-05-31,H-1993,Harappa,TAB:B,rectangular,Clay,Harappa|TAB:B|rectangular|Clay,004,002-390-X,095,<END>,terminal,terminal,True,core_terminal_class_label,candidate,390 selects terminal class-label X=095,+740-000-220-004-002-390-095+
2026-05-31,H-68,Harappa,SEAL:S,square,Steatite,Harappa|SEAL:S|square|Steatite,003,002-390-X,072,<END>,terminal,terminal,True,singleton_terminal_payload,wild shot,X=072 is singleton terminal under 390; do not promote without repeats,+090-740-220-003-002-390-072+
2026-05-31,H-773,Harappa,TAB:B,plano-convex,Faience,Harappa|TAB:B|plano-convex|Faience,803,002-390-X,530,741,open,open,True,open_operator_from_broader_x_slot,candidate,390 selects open X=530; tail is licensed but not 390-specific,+740-798-803-002-390-530-741+
2026-05-31,M-38,Mohenjo-daro,SEAL:S,square,Steatite,Mohenjo-daro|SEAL:S|square|Steatite,235,002-390-X,125,632 032,open,open,True,core_open_dependent_tail_operator,candidate,390 selects X=125; X=125 licenses dependent tail,+740-690-435-255-220-032-240-235-002-390-125-632-032+
2026-05-31,M-70,Mohenjo-daro,SEAL:S,square,Steatite,Mohenjo-daro|SEAL:S|square|Steatite,032,002-390-X,692,<END>,terminal,terminal,True,raw_boundary_closer,wild shot,"X=692 closes, but likely because 692 is raw-terminal-heavy",+226-032-002-390-692+
2026-05-31,M-71,Mohenjo-daro,SEAL:S,square,Steatite,Mohenjo-daro|SEAL:S|square|Steatite,142,002-390-X,095,<END>,terminal,terminal,True,core_terminal_class_label,candidate,390 selects terminal class-label X=095,+151-279-142-002-390-095+
2026-05-31,M-119,Mohenjo-daro,SEAL:S,square,Steatite,Mohenjo-daro|SEAL:S|square|Steatite,484,002-390-X,125,632 032 900 563,open,open,True,core_open_dependent_tail_operator,candidate,390 selects X=125; X=125 licenses dependent tail,+151-337-484-002-390-125-632-032-900-563+
2026-05-31,M-213,Mohenjo-daro,SEAL:S,square,Steatite,Mohenjo-daro|SEAL:S|square|Steatite,384,002-390-X,346,<END>,terminal,terminal,True,singleton_terminal_payload,wild shot,X=346 is singleton terminal under 390; do not promote without repeats,+740-384-002-390-346+
2026-05-31,M-232,Mohenjo-daro,SEAL:S,square,Steatite,Mohenjo-daro|SEAL:S|square|Steatite,236,002-390-X,707,<END>,terminal,terminal,True,singleton_terminal_payload,wild shot,X=707 is singleton terminal under 390; do not promote without repeats,+236-002-390-707+
2026-05-31,M-708,Mohenjo-daro,SEAL:S,square,Steatite,Mohenjo-daro|SEAL:S|square|Steatite,061,002-390-X,140,<END>,terminal,terminal,True,singleton_terminal_payload,wild shot,X=140 is singleton terminal under 390; do not promote without repeats,+740-061-002-390-140+
2026-05-31,M-735,Mohenjo-daro,SEAL:S,square,Steatite,Mohenjo-daro|SEAL:S|square|Steatite,235,002-390-X,125,195,open,open,True,core_open_dependent_tail_operator,candidate,390 selects X=125; X=125 licenses dependent tail,+740-760-235-002-390-125-195+
2026-05-31,-,Unknown,SEAL:S,square,-,Unknown|SEAL:S|square|-,032,002-390-X,590,032,open,open,True,open_extender_wild_shot,wild shot,390 selects possible open extender X=590; singleton under 390,+740-205-032-002-390-590-032+
2026-05-31,Sktd-1,Surkotada,SEAL:S,square,-,Surkotada|SEAL:S|square|-,004,002-390-X,125,820,open,open,True,core_open_dependent_tail_operator,candidate,390 selects X=125; X=125 licenses dependent tail,+390-004-002-390-125-820+
2026-05-31,M-1825,Mohenjo-daro,SEAL:S,square,-,Mohenjo-daro|SEAL:S|square|-,031,002-390-X,705,<END>,terminal,terminal,True,core_terminal_class_label,candidate,390 selects terminal class-label X=705,+157-031-002-390-705+
2026-05-31,-,Dholavira,SEAL:S,square,-,Dholavira|SEAL:S|square|-,388,002-390-X,705,<END>,terminal,terminal,True,core_terminal_class_label,candidate,390 selects terminal class-label X=705,+151-032-388-002-390-705+
