"checked_date","lipi_sign","cisi","lipi_id","lipi_site","lipi_type","lipi_dir","lipi_signs","lipi_text","mayig_side_id","mayig_description","mayig_grapheme_count","mayig_graphemes","count_match","comparison_status","accepted_decipherment_claim"
"2026-05-25","032","M-3","2532.1","Mohenjo-daro","SEAL:S","R/L","3","+717-032-521+","M-3A","unicorn I seal","3","P320 P145 P094","True","sign_system_unmapped","0"
"2026-05-25","032","M-10","2539.1","Mohenjo-daro","SEAL:S","R/L","11","+405-061-070-032-033-706-235-806-002-267-455+","M-10A","unicorn I seal","10","P086 P204 P114 P151 P316 P060 P364 P122 P067 P221","False","sign_system_unmapped","0"
"2026-05-25","032","M-21","2549.1","Mohenjo-daro","SEAL:S","R/L","8","+350-001-740-362-692-032-002-861+","M-21A","unicorn II seal","8","P091 P121 P324 P272 P256 P145 P122 P385","True","sign_system_unmapped","0"
"2026-05-25","032","M-22","2550.1","Mohenjo-daro","SEAL:S","R/L","6","+740-904-176-220-032-798-000[","M-22A","unicorn II seal","7","P324 P172 P194 P050 P145 P230 P000","False","sign_system_unmapped","0"
"2026-05-25","032","M-33","2561.1","Mohenjo-daro","SEAL:S","R/L","7","+740-032-923-382-233-002-112+","M-33A","unicorn III seal","7","P324 P145 P175 P111 P058 P122 P041","True","sign_system_unmapped","0"
"2026-05-25","032","M-36","2564.1","Mohenjo-daro","SEAL:S","R/L","9","+740-794-630-220-032-002-368-906-329+","M-36A","unicorn III seal","9","P324 P358 P270 P050 P145 P122 P202 P174 P307","True","sign_system_unmapped","0"
"2026-05-25","032","M-38","2566.1","Mohenjo-daro","SEAL:S","R/L","13","+740-690-435-255-220-032-240-235-002-390-125-632-032+","M-38A","unicorn III seal","13","P324 P256 P188 P073 P050 P145 P062 P060 P122 P086 P035 P270 P145","True","sign_system_unmapped","0"
"2026-05-25","032","M-45","2573.1","Mohenjo-daro","SEAL:S","R/L","6","+617-831-013-302-840-032+","M-45A","unicorn III seal","7","P268 P268 P372 P139 P205 P349 P145","False","sign_system_unmapped","0"
"2026-05-25","032","M-49","2577.1","Mohenjo-daro","SEAL:S","R/L","10","+527-550-240-220-032-002-300-350-032-190+","M-49A","unicorn III seal","10","P000 P230 P062 P050 P145 P122 P205 P091 P145 P076","True","sign_system_unmapped","0"
"2026-05-25","032","M-52","2580.1","Mohenjo-daro","SEAL:S","R/L","10","+740-904-032-220-415-235-803-002-504-717+","M-52A","unicorn III seal","10","P324 P172 P145 P050 P092 P060 P364 P122 P211 P320","True","sign_system_unmapped","0"
"2026-05-25","032","M-56","2584.1","Mohenjo-daro","SEAL:S","R/L","8","+740-877-032-235-060-550-611-840+","M-56A","unicorn III seal","8","P324 P382 P145 P060 P120 P230 P281 P349","True","sign_system_unmapped","0"
"2026-05-25","032","M-57","2585.1","Mohenjo-daro","SEAL:S","R/L","6","+226-032-231-798-002-693+","M-57A","unicorn III seal","6","P051 P145 P056 P230 P122 P258","True","sign_system_unmapped","0"
"2026-05-25","032","M-62","2590.1","Mohenjo-daro","SEAL:S","R/L","5","+226-032-741-550-000-551+","M-62A","unicorn III seal","6","P051 P122 P325 P230 P310 P234","False","sign_system_unmapped","0"
"2026-05-25","032","M-70","2598.1","Mohenjo-daro","SEAL:S","R/L","5","+226-032-002-390-692+","M-70A","unicorn III seal","5","P051 P145 P122 P086 P256","True","sign_system_unmapped","0"
"2026-05-25","032","M-78","2605.1","Mohenjo-daro","SEAL:S","R/L","4","+740-344-032-545+","M-78A","unicorn IV seal","4","P324 P043 P145 P226","True","sign_system_unmapped","0"
"2026-05-25","032","M-89","2616.1","Mohenjo-daro","SEAL:S","R/L","5","+740-794-734-032-235+","M-89A","unicorn IV seal","5","P324 P358 P313 P145 P060","True","sign_system_unmapped","0"
"2026-05-25","032","M-91","2618.1","Mohenjo-daro","SEAL:S","R/L","9","+740-100-798-220-032-002-861-255-416+","M-91A","unicorn IV seal","9","P324 P009 P230 P050 P145 P122 P385 P073 P095","True","sign_system_unmapped","0"
"2026-05-25","032","M-113","2640.1","Mohenjo-daro","SEAL:S","R/L","6","+740-032-840-741-060-920+","M-113A","unicorn IV seal","6","P324 P145 P349 P325 P120 P156","True","sign_system_unmapped","0"
"2026-05-25","032","M-119","2646.1","Mohenjo-daro","SEAL:S","R/L","10","+151-337-484-002-390-125-632-032-900-563+","M-119A","unicorn IV seal","10","P001 P309 P195 P122 P086 P035 P270 P145 P154 P230","True","sign_system_unmapped","0"
"2026-05-25","032","M-124","2651.1","Mohenjo-daro","SEAL:S","R/L","4","+740-923-220-032+","M-124A","unicorn IV seal","4","P324 P175 P050 P145","True","sign_system_unmapped","0"
"2026-05-25","032","M-130","2657.1","Mohenjo-daro","SEAL:S","R/L","6","+740-094-220-032-002-144+","M-130A","unicorn IV seal","6","P324 P003 P050 P145 P122 P032","True","sign_system_unmapped","0"
"2026-05-25","032","M-134","2661.1","Mohenjo-daro","SEAL:S","R/L","3","+872-032-692+","M-134A","unicorn IV seal","3","P390 P145 P256","True","sign_system_unmapped","0"
"2026-05-25","032","M-143","2670.1","Mohenjo-daro","SEAL:S","R/L","6","+740-205-032-002-252-840+","M-143A","unicorn IV seal","6","P324 P082 P122 P145 P170 P349","True","sign_system_unmapped","0"
"2026-05-25","032","M-165","2212.1","Mohenjo-daro","SEAL:S","R/L","9","+817-740-194/740-760-001-741-390-032+","M-165A","unicorn IV seal","9","P324 P332 P121 P325 P086 P122 P385 P324 P076","True","sign_system_unmapped","0"
