date,packet_id,blind_id,image_path,image_sha256,review_stage,review_task,required_output,accepted_claims_increment
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,D2_001,tmp/effective_unicity_directionality_blind_packet_v2c/blind_images/D2_001.png,de7a68d3eb320b9073b40b11e316274f3187a62659760ab6ed0c3290663d0849,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,D2_002,tmp/effective_unicity_directionality_blind_packet_v2c/blind_images/D2_002.png,9a5f24819b4f4b5c664e8ec0ada8e8b29a68de26d0282560171676d014e2b8be,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,D2_003,tmp/effective_unicity_directionality_blind_packet_v2c/blind_images/D2_003.png,e4b6f34d1e6aa577be4a517329ba7c0073fede9a26f7ad55e65acd3ccbc3b41f,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,D2_004,tmp/effective_unicity_directionality_blind_packet_v2c/blind_images/D2_004.png,35ca34a5688ca986410ee30420288f3151d0e867092815a278439da44c386e3f,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,D2_005,tmp/effective_unicity_directionality_blind_packet_v2c/blind_images/D2_005.png,23dbf286add695ed53040a939c16668bc209edbc878970e485713f3bb0f783e4,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,D2_006,tmp/effective_unicity_directionality_blind_packet_v2c/blind_images/D2_006.png,1cbea0de2cd0d4e2b66df7e8635317e2128cb196f1f8b2d6a5d5f45fb08e005e,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,D2_007,tmp/effective_unicity_directionality_blind_packet_v2c/blind_images/D2_007.png,edd633a8c1f3d3191295df5f4b9c038a6db5e99ef7aed0abf2696dfec2e67c07,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,D2_008,tmp/effective_unicity_directionality_blind_packet_v2c/blind_images/D2_008.png,586271c8b335284f0c865c2ffe6d9998b283abdc2397ca03a25cd0f36b7bdc0c,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,D2_009,tmp/effective_unicity_directionality_blind_packet_v2c/blind_images/D2_009.png,25cad6362f549d5c8520d0b3b7201588457945cffa56b718f26cd0266d549529,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,D2_010,tmp/effective_unicity_directionality_blind_packet_v2c/blind_images/D2_010.png,83494830d23624c33fb6b173e06270e8896814a180c37303d8ee8d52e3e1560e,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,D2_011,tmp/effective_unicity_directionality_blind_packet_v2c/blind_images/D2_011.png,007b233693156e9ef5b79df5544a2eebdef90a142df2574a99405db4f24c27bf,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,D2_012,tmp/effective_unicity_directionality_blind_packet_v2c/blind_images/D2_012.png,0dfbc969021305df7102ccbff1d089b3de2b57130c02eb84d3a0012575e5ab30,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,D2_013,tmp/effective_unicity_directionality_blind_packet_v2c/blind_images/D2_013.png,b04b1f21846731ef095b2b2855c8dc7748e686059b072d7757c3584f803dbe6d,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,D2_014,tmp/effective_unicity_directionality_blind_packet_v2c/blind_images/D2_014.png,466d5a799ce79cef2a72cca8cc9ad62887f2c0a2bce5d2e9915b3f3c827b27d1,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,D2_015,tmp/effective_unicity_directionality_blind_packet_v2c/blind_images/D2_015.png,7eb01e79da492ad807aa7db5f8e21fc95b815324d664529ac806508a27f3b5ac,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,D2_016,tmp/effective_unicity_directionality_blind_packet_v2c/blind_images/D2_016.png,19536a1a63e5b22c49709da9cb4d8b561d683050b75c036d9adf1d45ad4dd823,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
