date,packet_id,blind_id,image_path,image_sha256,review_stage,review_task,required_output,accepted_claims_increment
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_001,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_001.png,46be6eaff16cb0da57731800b7052a4de3995e139ea67c9a403bddb874c5afcc,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_002,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_002.png,cf0fe1a89d22559d78941e956f500cd47dbc9efd84a4f22e1818f7a1117f5b34,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_003,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_003.png,cf0fe1a89d22559d78941e956f500cd47dbc9efd84a4f22e1818f7a1117f5b34,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_004,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_004.png,466d5a799ce79cef2a72cca8cc9ad62887f2c0a2bce5d2e9915b3f3c827b27d1,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_005,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_005.png,424bc869b5d13bdcce6e951d0139587c854b55039da74e5fdf39c611d0a0cd5a,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_006,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_006.png,c5c70c2cc2dd7ffcf75528248c06da578c10c9e033d0057b0fd2c33e0fdd2da6,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_007,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_007.png,1cbea0de2cd0d4e2b66df7e8635317e2128cb196f1f8b2d6a5d5f45fb08e005e,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_008,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_008.png,edd633a8c1f3d3191295df5f4b9c038a6db5e99ef7aed0abf2696dfec2e67c07,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_009,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_009.png,9f7572e4e241f02319ec940f8297f008df57a0727cefb7be366bfd41f0d5c651,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_010,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_010.png,e95900943cf9f98704f33d2bf4454a3626f801b4e0d4c0f93c4507358d5ed202,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_011,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_011.png,d91268f31b6138fa512a57dbf0356753dbec2453dd789f757a8a9ecd3987a0ff,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_012,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_012.png,1b1d43bd99c5a0a0e1238df0761145c3ded8f10a244dcddfa9e3eac6c8eb378f,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_013,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_013.png,1860c0ea84b348c9e0733c2f64e2d181c8d5b1f46dd64fed1968327381f58bcf,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_014,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_014.png,46be6eaff16cb0da57731800b7052a4de3995e139ea67c9a403bddb874c5afcc,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_015,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_015.png,61963840bb7c77b5e305a71dabdd0939a3a285c9feae72c1478c9941a941f042,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
