token_id,packet_id,blind_id,cisi,role,truth_class,orientation_policy,visual_index,assigned_sign,target_text,source_path,token_crop,x0,x1,bbox_w,bbox_h,aspect,ink_density,sha256,admissibility
tok_c1858e3f23d1a914,branch_gap_source_box_v1,BG002,M-318,primary_target_031,target_002_031_continuation_side_uncertain,visual_ltr_catalog_order,1,390,+390-003-002-031-575+,tmp/002_y_branch_gap_blind_packet/source_crops/BG002_source_crop.png,data/brahmi/source_token_crops_v2/M_318_BG002_1_686d7744423305d2.png,0,1138,1141,2050,0.556585,0.192605,8e946678802d6b953dce8ab0a6e759e73354988a31f4fe87a099c002392d5999,projection_exact_count_unverified_token_identity
tok_4051e3f9af4b353c,branch_gap_source_box_v1,BG002,M-318,primary_target_031,target_002_031_continuation_side_uncertain,visual_ltr_catalog_reverse,1,575,+390-003-002-031-575+,tmp/002_y_branch_gap_blind_packet/source_crops/BG002_source_crop.png,data/brahmi/source_token_crops_v2/M_318_BG002_1_686d7744423305d2.png,0,1138,1141,2050,0.556585,0.192605,8e946678802d6b953dce8ab0a6e759e73354988a31f4fe87a099c002392d5999,projection_exact_count_unverified_token_identity
tok_09541477e399c721,branch_gap_source_box_v1,BG002,M-318,primary_target_031,target_002_031_continuation_side_uncertain,visual_ltr_catalog_order,2,003,+390-003-002-031-575+,tmp/002_y_branch_gap_blind_packet/source_crops/BG002_source_crop.png,data/brahmi/source_token_crops_v2/M_318_BG002_2_175ea39d36dc1350.png,1138,1337,205,2050,0.100000,0.022937,11e89cca4a7e2953ecfec390546bbc75aee4cdcbed90b07c6b1c34d9891b1676,projection_exact_count_unverified_token_identity
tok_aa4f69d2de4a91c5,branch_gap_source_box_v1,BG002,M-318,primary_target_031,target_002_031_continuation_side_uncertain,visual_ltr_catalog_reverse,2,031,+390-003-002-031-575+,tmp/002_y_branch_gap_blind_packet/source_crops/BG002_source_crop.png,data/brahmi/source_token_crops_v2/M_318_BG002_2_175ea39d36dc1350.png,1138,1337,205,2050,0.100000,0.022937,11e89cca4a7e2953ecfec390546bbc75aee4cdcbed90b07c6b1c34d9891b1676,projection_exact_count_unverified_token_identity
tok_0e9bc3008aae96c2,branch_gap_source_box_v1,BG002,M-318,primary_target_031,target_002_031_continuation_side_uncertain,visual_ltr_catalog_order,3,002,+390-003-002-031-575+,tmp/002_y_branch_gap_blind_packet/source_crops/BG002_source_crop.png,data/brahmi/source_token_crops_v2/M_318_BG002_3_4a4ce2d8fff96434.png,1337,1467,136,2050,0.066341,0.016311,8189c2e8d26aff7b02e1d65829c5a5de897646e05fafaa3d42db47c5a0af624f,projection_exact_count_unverified_token_identity
tok_a7337bebdea74e37,branch_gap_source_box_v1,BG002,M-318,primary_target_031,target_002_031_continuation_side_uncertain,visual_ltr_catalog_reverse,3,002,+390-003-002-031-575+,tmp/002_y_branch_gap_blind_packet/source_crops/BG002_source_crop.png,data/brahmi/source_token_crops_v2/M_318_BG002_3_4a4ce2d8fff96434.png,1337,1467,136,2050,0.066341,0.016311,8189c2e8d26aff7b02e1d65829c5a5de897646e05fafaa3d42db47c5a0af624f,projection_exact_count_unverified_token_identity
tok_92512055f2730bfc,branch_gap_source_box_v1,BG002,M-318,primary_target_031,target_002_031_continuation_side_uncertain,visual_ltr_catalog_order,4,031,+390-003-002-031-575+,tmp/002_y_branch_gap_blind_packet/source_crops/BG002_source_crop.png,data/brahmi/source_token_crops_v2/M_318_BG002_4_586d2e20bffd5425.png,1467,1829,368,2050,0.179512,0.046579,4ecaeb173d0603dc4c6d012d27e0dfdba35593fcfd82a778b82ad0c0d51ec2c9,projection_exact_count_unverified_token_identity
tok_76b0da61b00fbd78,branch_gap_source_box_v1,BG002,M-318,primary_target_031,target_002_031_continuation_side_uncertain,visual_ltr_catalog_reverse,4,003,+390-003-002-031-575+,tmp/002_y_branch_gap_blind_packet/source_crops/BG002_source_crop.png,data/brahmi/source_token_crops_v2/M_318_BG002_4_586d2e20bffd5425.png,1467,1829,368,2050,0.179512,0.046579,4ecaeb173d0603dc4c6d012d27e0dfdba35593fcfd82a778b82ad0c0d51ec2c9,projection_exact_count_unverified_token_identity
tok_c16db552e4955c84,branch_gap_source_box_v1,BG002,M-318,primary_target_031,target_002_031_continuation_side_uncertain,visual_ltr_catalog_order,5,575,+390-003-002-031-575+,tmp/002_y_branch_gap_blind_packet/source_crops/BG002_source_crop.png,data/brahmi/source_token_crops_v2/M_318_BG002_5_f6c039f8cf6b9dbd.png,1829,2180,354,2050,0.172683,0.117875,c4770a065e12ee5fba122ce5c8f9bed2daca5bee92baa111550bb27534d17cbc,projection_exact_count_unverified_token_identity
tok_0854c8237ad596eb,branch_gap_source_box_v1,BG002,M-318,primary_target_031,target_002_031_continuation_side_uncertain,visual_ltr_catalog_reverse,5,390,+390-003-002-031-575+,tmp/002_y_branch_gap_blind_packet/source_crops/BG002_source_crop.png,data/brahmi/source_token_crops_v2/M_318_BG002_5_f6c039f8cf6b9dbd.png,1829,2180,354,2050,0.172683,0.117875,c4770a065e12ee5fba122ce5c8f9bed2daca5bee92baa111550bb27534d17cbc,projection_exact_count_unverified_token_identity
tok_fefe4b397a02509b,branch_gap_source_box_v1,BG006,M-311,backup_target_368,target_002_368_continuation_backup,visual_ltr_catalog_order,1,401,+401-002-368-165+,tmp/002_y_branch_gap_blind_packet/source_crops/BG006_source_crop.png,data/brahmi/source_token_crops_v2/M_311_BG006_1_56dd98dc939f4fe2.png,0,77,80,715,0.111888,0.016890,3de09a64f5de5897d3b7404d097f35318f1cf456b591b80cc554bfe02d08f9b1,projection_exact_count_unverified_token_identity
tok_03f1adea0e67daa6,branch_gap_source_box_v1,BG006,M-311,backup_target_368,target_002_368_continuation_backup,visual_ltr_catalog_reverse,1,165,+401-002-368-165+,tmp/002_y_branch_gap_blind_packet/source_crops/BG006_source_crop.png,data/brahmi/source_token_crops_v2/M_311_BG006_1_56dd98dc939f4fe2.png,0,77,80,715,0.111888,0.016890,3de09a64f5de5897d3b7404d097f35318f1cf456b591b80cc554bfe02d08f9b1,projection_exact_count_unverified_token_identity
tok_fdb86aa4d7d44d95,branch_gap_source_box_v1,BG006,M-311,backup_target_368,target_002_368_continuation_backup,visual_ltr_catalog_order,2,002,+401-002-368-165+,tmp/002_y_branch_gap_blind_packet/source_crops/BG006_source_crop.png,data/brahmi/source_token_crops_v2/M_311_BG006_2_0e6c2b7bf338176d.png,77,426,355,664,0.534639,0.135199,7dbd0afae771151f5fb2adf63542035819f926fb861de872412911b1d6ae73fc,projection_exact_count_unverified_token_identity
tok_c407a3095641bf61,branch_gap_source_box_v1,BG006,M-311,backup_target_368,target_002_368_continuation_backup,visual_ltr_catalog_reverse,2,368,+401-002-368-165+,tmp/002_y_branch_gap_blind_packet/source_crops/BG006_source_crop.png,data/brahmi/source_token_crops_v2/M_311_BG006_2_0e6c2b7bf338176d.png,77,426,355,664,0.534639,0.135199,7dbd0afae771151f5fb2adf63542035819f926fb861de872412911b1d6ae73fc,projection_exact_count_unverified_token_identity
tok_ac829f51e8f9d130,branch_gap_source_box_v1,BG006,M-311,backup_target_368,target_002_368_continuation_backup,visual_ltr_catalog_order,3,368,+401-002-368-165+,tmp/002_y_branch_gap_blind_packet/source_crops/BG006_source_crop.png,data/brahmi/source_token_crops_v2/M_311_BG006_3_e5a65458827f6021.png,426,590,170,750,0.226667,0.033966,ac56951675d93c69e4b2eb33ea4a2fcbf97d79718939c54552dcb54947f4a9d3,projection_exact_count_unverified_token_identity
tok_6dda7b02defb4ac2,branch_gap_source_box_v1,BG006,M-311,backup_target_368,target_002_368_continuation_backup,visual_ltr_catalog_reverse,3,002,+401-002-368-165+,tmp/002_y_branch_gap_blind_packet/source_crops/BG006_source_crop.png,data/brahmi/source_token_crops_v2/M_311_BG006_3_e5a65458827f6021.png,426,590,170,750,0.226667,0.033966,ac56951675d93c69e4b2eb33ea4a2fcbf97d79718939c54552dcb54947f4a9d3,projection_exact_count_unverified_token_identity
tok_101f870f53ed235e,branch_gap_source_box_v1,BG006,M-311,backup_target_368,target_002_368_continuation_backup,visual_ltr_catalog_order,4,165,+401-002-368-165+,tmp/002_y_branch_gap_blind_packet/source_crops/BG006_source_crop.png,data/brahmi/source_token_crops_v2/M_311_BG006_4_f9dd84f52dc214cb.png,590,1100,513,750,0.684000,0.217884,bcc85461994fd1ff1d634b87d6d3c9c4a68ae6c508be3105d8589873d7c7cc61,projection_exact_count_unverified_token_identity
tok_20da988626f4c436,branch_gap_source_box_v1,BG006,M-311,backup_target_368,target_002_368_continuation_backup,visual_ltr_catalog_reverse,4,401,+401-002-368-165+,tmp/002_y_branch_gap_blind_packet/source_crops/BG006_source_crop.png,data/brahmi/source_token_crops_v2/M_311_BG006_4_f9dd84f52dc214cb.png,590,1100,513,750,0.684000,0.217884,bcc85461994fd1ff1d634b87d6d3c9c4a68ae6c508be3105d8589873d7c7cc61,projection_exact_count_unverified_token_identity
tok_152b3bc4a3d12773,branch_gap_source_box_v1,BG007,M-28,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_order,1,892,+892-374-740-760-840-416-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG007_source_crop.png,data/brahmi/source_token_crops_v2/M_28_BG007_1_333f530b9391eca4.png,0,655,658,1180,0.557627,0.211309,c2f360490b633d68f5746560f4986815902cbf4ccf689d50194bf76dbd72b049,projection_exact_count_unverified_token_identity
tok_42f8a23d7da42a46,branch_gap_source_box_v1,BG007,M-28,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_reverse,1,861,+892-374-740-760-840-416-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG007_source_crop.png,data/brahmi/source_token_crops_v2/M_28_BG007_1_333f530b9391eca4.png,0,655,658,1180,0.557627,0.211309,c2f360490b633d68f5746560f4986815902cbf4ccf689d50194bf76dbd72b049,projection_exact_count_unverified_token_identity
tok_788b081964335b9c,branch_gap_source_box_v1,BG007,M-28,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_order,2,374,+892-374-740-760-840-416-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG007_source_crop.png,data/brahmi/source_token_crops_v2/M_28_BG007_2_7b7f497d26654a82.png,655,715,66,1101,0.059946,0.001647,45394b41ef08a91470e1735de055ca20cbf0e72a6a2066ca17259020bf007ecf,projection_exact_count_unverified_token_identity
tok_94542812cf3c3ea3,branch_gap_source_box_v1,BG007,M-28,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_reverse,2,002,+892-374-740-760-840-416-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG007_source_crop.png,data/brahmi/source_token_crops_v2/M_28_BG007_2_7b7f497d26654a82.png,655,715,66,1101,0.059946,0.001647,45394b41ef08a91470e1735de055ca20cbf0e72a6a2066ca17259020bf007ecf,projection_exact_count_unverified_token_identity
tok_c9581fdf0a5e0848,branch_gap_source_box_v1,BG007,M-28,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_order,3,740,+892-374-740-760-840-416-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG007_source_crop.png,data/brahmi/source_token_crops_v2/M_28_BG007_3_2882dc9b8c73599d.png,715,873,162,1180,0.137288,0.008090,5db9ec795f519c8bc30c15af98e4f87ce23c97baca64235a3fb0f6c951e8db8a,projection_exact_count_unverified_token_identity
tok_aafb646e193a00a7,branch_gap_source_box_v1,BG007,M-28,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_reverse,3,416,+892-374-740-760-840-416-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG007_source_crop.png,data/brahmi/source_token_crops_v2/M_28_BG007_3_2882dc9b8c73599d.png,715,873,162,1180,0.137288,0.008090,5db9ec795f519c8bc30c15af98e4f87ce23c97baca64235a3fb0f6c951e8db8a,projection_exact_count_unverified_token_identity
tok_dfd7c757a0b8c6dd,branch_gap_source_box_v1,BG007,M-28,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_order,4,760,+892-374-740-760-840-416-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG007_source_crop.png,data/brahmi/source_token_crops_v2/M_28_BG007_4_fcc663d630ea0dcb.png,873,963,70,1126,0.062167,0.001929,a93f5f8cef0e99f832e0c4100fd2748bfbf0ec480ed6876529ed5fc2fa96c00d,projection_exact_count_unverified_token_identity
tok_b8b68ba7536f587d,branch_gap_source_box_v1,BG007,M-28,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_reverse,4,840,+892-374-740-760-840-416-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG007_source_crop.png,data/brahmi/source_token_crops_v2/M_28_BG007_4_fcc663d630ea0dcb.png,873,963,70,1126,0.062167,0.001929,a93f5f8cef0e99f832e0c4100fd2748bfbf0ec480ed6876529ed5fc2fa96c00d,projection_exact_count_unverified_token_identity
tok_c4cc1166ebbdf565,branch_gap_source_box_v1,BG007,M-28,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_order,5,840,+892-374-740-760-840-416-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG007_source_crop.png,data/brahmi/source_token_crops_v2/M_28_BG007_5_1c2d2e994ba9570b.png,963,1029,38,920,0.041304,0.001726,6b891a44c50f6b63b0bd4dd720ddcb9ed1cd48cde811047c1671a0a9d022a26c,projection_exact_count_unverified_token_identity
tok_cd73616b1ea6aea2,branch_gap_source_box_v1,BG007,M-28,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_reverse,5,760,+892-374-740-760-840-416-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG007_source_crop.png,data/brahmi/source_token_crops_v2/M_28_BG007_5_1c2d2e994ba9570b.png,963,1029,38,920,0.041304,0.001726,6b891a44c50f6b63b0bd4dd720ddcb9ed1cd48cde811047c1671a0a9d022a26c,projection_exact_count_unverified_token_identity
tok_6ccb63a38cda8dcb,branch_gap_source_box_v1,BG007,M-28,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_order,6,416,+892-374-740-760-840-416-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG007_source_crop.png,data/brahmi/source_token_crops_v2/M_28_BG007_6_d802f104a054468d.png,1029,1556,533,1152,0.462674,0.036495,cf683169a01e236dc68ac4a03d2b36c8d0e36bd217ef665666739329d7d4d856,projection_exact_count_unverified_token_identity
tok_141ac9170f0a5e95,branch_gap_source_box_v1,BG007,M-28,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_reverse,6,740,+892-374-740-760-840-416-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG007_source_crop.png,data/brahmi/source_token_crops_v2/M_28_BG007_6_d802f104a054468d.png,1029,1556,533,1152,0.462674,0.036495,cf683169a01e236dc68ac4a03d2b36c8d0e36bd217ef665666739329d7d4d856,projection_exact_count_unverified_token_identity
tok_62153d9ef66001c7,branch_gap_source_box_v1,BG007,M-28,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_order,7,002,+892-374-740-760-840-416-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG007_source_crop.png,data/brahmi/source_token_crops_v2/M_28_BG007_7_f8e9346a8ef6c757.png,1556,1875,324,1172,0.276451,0.020753,4606e5b0e7b1bbfd3e0d59326accbf06c55c123428d5ca42a3fc23e1dbfb1c4e,projection_exact_count_unverified_token_identity
tok_eec2b1ba40f70803,branch_gap_source_box_v1,BG007,M-28,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_reverse,7,374,+892-374-740-760-840-416-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG007_source_crop.png,data/brahmi/source_token_crops_v2/M_28_BG007_7_f8e9346a8ef6c757.png,1556,1875,324,1172,0.276451,0.020753,4606e5b0e7b1bbfd3e0d59326accbf06c55c123428d5ca42a3fc23e1dbfb1c4e,projection_exact_count_unverified_token_identity
tok_d8bf485315bda6cc,branch_gap_source_box_v1,BG007,M-28,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_order,8,861,+892-374-740-760-840-416-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG007_source_crop.png,data/brahmi/source_token_crops_v2/M_28_BG007_8_bc74a66832c007cf.png,1875,2090,218,1180,0.184746,0.098243,2514e3585ef608d229866c8e2c6bf9c0df1a3a68e155289e0e939a43a91ee537,projection_exact_count_unverified_token_identity
tok_f49bcb933de5cc5f,branch_gap_source_box_v1,BG007,M-28,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_reverse,8,892,+892-374-740-760-840-416-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG007_source_crop.png,data/brahmi/source_token_crops_v2/M_28_BG007_8_bc74a66832c007cf.png,1875,2090,218,1180,0.184746,0.098243,2514e3585ef608d229866c8e2c6bf9c0df1a3a68e155289e0e939a43a91ee537,projection_exact_count_unverified_token_identity
tok_9022d26033de4511,branch_gap_source_box_v1,BG008,M-653,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_order,1,679,+679-740-235-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG008_source_crop.png,data/brahmi/source_token_crops_v2/M_653_BG008_1_16cb138bd6b15e77.png,0,835,838,1600,0.523750,0.160907,d2ad4aa5f31f41764c8cf8051baa893cd63707daf0e451d4221987550706fdd7,projection_exact_count_unverified_token_identity
tok_bf57cbd2fa9f66f7,branch_gap_source_box_v1,BG008,M-653,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_reverse,1,861,+679-740-235-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG008_source_crop.png,data/brahmi/source_token_crops_v2/M_653_BG008_1_16cb138bd6b15e77.png,0,835,838,1600,0.523750,0.160907,d2ad4aa5f31f41764c8cf8051baa893cd63707daf0e451d4221987550706fdd7,projection_exact_count_unverified_token_identity
tok_1707f5ac0931de28,branch_gap_source_box_v1,BG008,M-653,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_order,2,740,+679-740-235-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG008_source_crop.png,data/brahmi/source_token_crops_v2/M_653_BG008_2_f5eb22489be80d42.png,835,930,101,1253,0.080607,0.010227,3f5cd7a279d9576b859984535ea725d26fb98e9b934847313752687fed923a9d,projection_exact_count_unverified_token_identity
tok_f61715aa410c5343,branch_gap_source_box_v1,BG008,M-653,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_reverse,2,002,+679-740-235-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG008_source_crop.png,data/brahmi/source_token_crops_v2/M_653_BG008_2_f5eb22489be80d42.png,835,930,101,1253,0.080607,0.010227,3f5cd7a279d9576b859984535ea725d26fb98e9b934847313752687fed923a9d,projection_exact_count_unverified_token_identity
tok_081e92ed44ffc103,branch_gap_source_box_v1,BG008,M-653,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_order,3,235,+679-740-235-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG008_source_crop.png,data/brahmi/source_token_crops_v2/M_653_BG008_3_79a12bafc97e20a6.png,930,1243,319,1600,0.199375,0.024828,77fb9837e5ae6a4c0dda9c91c7fe719fd0c5bb0fcdf2b17f9380fd623c9acf6d,projection_exact_count_unverified_token_identity
